Complaint Number,Major Crime Head,Crime Head and Section,Minor Crime Head,Commits,Month
170033012,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Petroleum Product,0,01-02-2020
739173309,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Soft Drinks,0,01-02-2020
619981280,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Spices,0,01-02-2020
433443148,AFFRAY ,Sec. 160 IPC ,Others,28,01-02-2020
644659704,ARSON ,"Sec. 435, 436, 438 IPC ",Others,14,01-02-2020
963333496,ARSON ,"Sec. 435, 436, 438 IPC ",Agricultural Produce,11,01-02-2020
351901522,ARSON ,"Sec. 435, 436, 438 IPC ",Attemp to Commit,1,01-02-2020
497277981,ARSON ,"Sec. 435, 436, 438 IPC ",Boat / Ship,0,01-02-2020
321238126,ARSON ,"Sec. 435, 436, 438 IPC ",Dwelling House,0,01-02-2020
734757219,ARSON ,"Sec. 435, 436, 438 IPC ",Educational Institution,0,01-02-2020
919998157,ARSON ,"Sec. 435, 436, 438 IPC ",Govt. Property,1,01-02-2020
137983128,ARSON ,"Sec. 435, 436, 438 IPC ",Industrial Establishment,0,01-02-2020
907665115,ARSON ,"Sec. 435, 436, 438 IPC ",Place of worship,0,01-02-2020
846364073,ARSON ,"Sec. 435, 436, 438 IPC ",Public Place,6,01-02-2020
605003176,ARSON ,"Sec. 435, 436, 438 IPC ",Railway Property,0,01-02-2020
902947676,ARSON ,"Sec. 435, 436, 438 IPC ",Vital Installation,0,01-02-2020
118847046,ARSON ,"Sec. 435, 436, 438 IPC ",Warehouse (Godown),0,01-02-2020
642008508,ASSAULT ,"Sec 356, 357 IPC",Others,nan,01-02-2020
494213100,ASSAULT ,"Sec 356, 357 IPC",Attempt To Commit,1,01-02-2020
122583257,ASSAULT ,"Sec 356, 357 IPC",On Contractor,0,01-02-2020
526115153,ASSAULT ,"Sec 356, 357 IPC",On Domestic Servant,0,01-02-2020
498888346,ASSAULT ,"Sec 356, 357 IPC",On Labourer,1,01-02-2020
627560423,ASSAULT ,"Sec 356, 357 IPC",On Man (General),1,01-02-2020
320478644,ASSAULT ,"Sec 356, 357 IPC",On Man (SC),0,01-02-2020
665861219,ASSAULT ,"Sec 356, 357 IPC",On Man (ST),0,01-02-2020
776600310,ASSAULT ,"Sec 356, 357 IPC",On Manager/Executive (Other Than Public Servant),0,01-02-2020
578734287,ASSAULT ,"Sec 356, 357 IPC","On Member of Clergy (Christian, Budhist, Jain,Sikh)",0,01-02-2020
185971436,ASSAULT ,"Sec 356, 357 IPC","Member of Legislative Assembly / Council(MLA/MLC)",0,01-02-2020
108183932,ASSAULT ,"Sec 356, 357 IPC",On Member of Parliament (MP),0,01-02-2020
633913830,ASSAULT ,"Sec 356, 357 IPC",On other Dignitaries /Public Figures,0,01-02-2020
723902098,ASSAULT ,"Sec 356, 357 IPC",On Press,0,01-02-2020
361871036,ASSAULT ,"Sec 356, 357 IPC",On Professional,0,01-02-2020
494112803,ASSAULT ,"Sec 356, 357 IPC",On Public Servant,0,01-02-2020
980215620,ASSAULT ,"Sec 356, 357 IPC",On Student,0,01-02-2020
875068746,ASSAULT ,"Sec 356, 357 IPC",On Teacher,0,01-02-2020
832369593,ASSAULT ,"Sec 356, 357 IPC",On Women (General),0,01-02-2020
298489087,ASSAULT ,"Sec 356, 357 IPC",On Woman (SC),0,01-02-2020
472049417,ASSAULT ,"Sec 356, 357 IPC",On Woman (ST),0,01-02-2020
483029775,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Others,8,01-02-2020
919167149,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Attempt to Commit,0,01-02-2020
726344038,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Caste Issue,0,01-02-2020
396652325,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Communal Issue,5,01-02-2020
838994386,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Linguistic Issue,0,01-02-2020
272459606,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Political Issue,0,01-02-2020
672534029,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Racial/Ethnic Issue,0,01-02-2020
242455882,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Regional Issue,1,01-02-2020
247486140,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Religious Issue,11,01-02-2020
216967843,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Sectarian Issue,0,01-02-2020
151470142,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Others,4,01-02-2020
635569718,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Conspiracy To Wage War,0,01-02-2020
842388892,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Related to Substantive Offence,0,01-02-2020
189503429,CRIMINAL INTIMIDATION ,Sec. 504 to 508 IPC,Others,184,01-02-2020
159858177,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Others,0,01-02-2020
962493887,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Attempt to Commit,0,01-02-2020
754311180,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Bank,0,01-02-2020
719196967,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Business Establishment,0,01-02-2020
635827317,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Charitable Organisation,0,01-02-2020
386492468,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Chitfund Organisation,0,01-02-2020
372244439,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Co-operative Organisation,0,01-02-2020
486624623,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Commercial Establishment/Shop,0,01-02-2020
675050162,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Customs Department,0,01-02-2020
832817266,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Excise Department,0,01-02-2020
227924588,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Financial Institution,0,01-02-2020
347061120,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Income Tax Department,0,01-02-2020
602505710,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Other Government Organisation,0,01-02-2020
418026070,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Postal Department,0,01-02-2020
986773176,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Public Sector Undertakings,0,01-02-2020
928116723,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Railway Department,0,01-02-2020
634614953,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Revenue Department,0,01-02-2020
123176427,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Sales Tax Department,0,01-02-2020
591757612,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Social Organisation (Aided) (N),0,01-02-2020
468195207,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Transport Authority,0,01-02-2020
512410461,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Trust - Other than religious,0,01-02-2020
561427643,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Trust - Religious,0,01-02-2020
679960786,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Others,12,01-02-2020
696064832,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Attempt to Commit,1,01-02-2020
156486669,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Club,0,01-02-2020
889313474,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Hostel,0,01-02-2020
226207998,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Hotel,2,01-02-2020
649697634,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,House,40,01-02-2020
770386600,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Land,62,01-02-2020
303909112,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Office,4,01-02-2020
324852836,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Prohibited Places,3,01-02-2020
772149000,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Religious Place,1,01-02-2020
776078325,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Restricted Area,2,01-02-2020
606838205,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Others,nan,01-02-2020
827574205,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Husband,77,01-02-2020
917420016,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Husband And Relative(S) in Law,94,01-02-2020
327201500,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Relative(S) in Law,4,01-02-2020
127664175,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Dowry Harassment,22,01-02-2020
911385269,DOWRY DEATHS ,Sec.304(B) IPC,Others,2,01-02-2020
876618196,DOWRY DEATHS ,Sec.304(B) IPC,By Husband,2,01-02-2020
241538923,DOWRY DEATHS ,Sec.304(B) IPC,By Husband And Relatives In Law,2,01-02-2020
686276922,DOWRY DEATHS ,Sec.304(B) IPC,By Relatives in Law,0,01-02-2020
121531575,DOWRY DEATHS ,Sec.304(B) IPC,By Burning,2,01-02-2020
182983914,DOWRY DEATHS ,Sec.304(B) IPC,By Hanging,8,01-02-2020
168432262,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Others,7,01-02-2020
401952086,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Adulterated Food/Drug,0,01-02-2020
845729783,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Accident by Air,0,01-02-2020
683983197,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Boad Accident,0,01-02-2020
202197628,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Bridge/Dam Collapse,0,01-02-2020
809060551,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Building Collapse,2,01-02-2020
841117313,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Caused By Animal,1,01-02-2020
266528368,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Death Due to Other Cause,8,01-02-2020
729355699,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Electrocution Accident,5,01-02-2020
182109457,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Explosion Accident,0,01-02-2020
465766392,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Fire accident,0,01-02-2020
716936022,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Gas Leakage Accident,0,01-02-2020
699026972,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Improper Infrastucture In Construction,5,01-02-2020
782764327,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Improper Medical Treatment,1,01-02-2020
451125575,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Custody of Public Servant,0,01-02-2020
899944410,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Jail/Judicial Custody,0,01-02-2020
886551764,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Police Custody,0,01-02-2020
908741097,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Industrial Accident (Factory),1,01-02-2020
283478707,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Inflammable Substance,0,01-02-2020
452216602,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Mine Accident,0,01-02-2020
173152764,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Poisonous Substance,0,01-02-2020
764889280,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Quarry Accident,0,01-02-2020
788525910,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Spurious Liquor (Hooch) Accident,0,01-02-2020
252040024,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Railway Accident,0,01-02-2020
934152191,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Others,nan,01-02-2020
908937171,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,National Highways,291,01-02-2020
773886052,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,State Highways,270,01-02-2020
869939949,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Other Roads,324,01-02-2020
301338042,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Other Places,14,01-02-2020
809965097,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Others,nan,01-02-2020
400824800,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",National Highways,857,01-02-2020
152567751,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",State Highways,681,01-02-2020
328167648,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Other Roads,1186,01-02-2020
769115749,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Other Places,38,01-02-2020
490763989,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Others,nan,01-02-2020
644695999,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Child,4,01-02-2020
816166441,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Woman,0,01-02-2020
546107304,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Women and Child,0,01-02-2020
855444486,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Others,nan,01-02-2020
185834357,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Air Force,0,01-02-2020
899454580,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Army,0,01-02-2020
215606256,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Navy,0,01-02-2020
929132339,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",Others,nan,01-02-2020
118696207,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",From Jail Custody,2,01-02-2020
324130282,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",From Police Custody,2,01-02-2020
601793787,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",Others,4,01-02-2020
298183994,IMPERSONATION ,"Sec.170, 171 IPC",Others,nan,01-02-2020
142318791,IMPERSONATION ,"Sec.170, 171 IPC",Attempt to Commit,0,01-02-2020
601457532,IMPERSONATION ,"Sec.170, 171 IPC",Non-Uniformed Authority,1,01-02-2020
125276747,IMPERSONATION ,"Sec.170, 171 IPC",Uniformed Authority,0,01-02-2020
914221298,MISCHIEF ,"Sec.427 to 440 except 434, 435,
436, 438 IPC",Others,30,01-02-2020
654640131,MOLESTATION ,Sec.354 IPC,Others,nan,01-02-2020
954217693,MOLESTATION ,Sec.354 IPC,Attempt to Commit,5,01-02-2020
331851534,MOLESTATION ,Sec.354 IPC,Private Place,80,01-02-2020
277835258,MOLESTATION ,Sec.354 IPC,Public Conveyance,0,01-02-2020
866614452,MOLESTATION ,Sec.354 IPC,Public Place,138,01-02-2020
962871662,MOLESTATION ,Sec.354 IPC,Other Places,201,01-02-2020
414113643,POISONING-PROFESSIONAL ,Sec. 328 IPC,Others,nan,01-02-2020
315458026,POISONING-PROFESSIONAL ,Sec. 328 IPC,Attempt to Commit,1,01-02-2020
477304416,POISONING-PROFESSIONAL ,Sec. 328 IPC,Fatal,0,01-02-2020
891473579,POISONING-PROFESSIONAL ,Sec. 328 IPC,Non Fatal,1,01-02-2020
680342174,PORNOGRAPHY ,Sec.292 to 294 IPC,Others,5,01-02-2020
932548565,PORNOGRAPHY ,Sec.292 to 294 IPC,Advertisement,0,01-02-2020
640013318,PORNOGRAPHY ,Sec.292 to 294 IPC,Audio Tape,0,01-02-2020
205946994,PORNOGRAPHY ,Sec.292 to 294 IPC,Book,0,01-02-2020
246969152,PORNOGRAPHY ,Sec.292 to 294 IPC,Computer Software,0,01-02-2020
484873687,PORNOGRAPHY ,Sec.292 to 294 IPC,Figures,0,01-02-2020
448300688,PORNOGRAPHY ,Sec.292 to 294 IPC,Film (Blue),0,01-02-2020
372516730,PORNOGRAPHY ,Sec.292 to 294 IPC,Painting,0,01-02-2020
640552616,PORNOGRAPHY ,Sec.292 to 294 IPC,Pamphlet,0,01-02-2020
962902846,PORNOGRAPHY ,Sec.292 to 294 IPC,Paper,0,01-02-2020
289396909,PORNOGRAPHY ,Sec.292 to 294 IPC,Photography,0,01-02-2020
521182618,PORNOGRAPHY ,Sec.292 to 294 IPC,Poster,0,01-02-2020
139733501,PORNOGRAPHY ,Sec.292 to 294 IPC,Video Film(Blue),0,01-02-2020
163089803,PUBLIC JUSTICE ,Sec.213 to 215 IPC,Others,0,01-02-2020
322317960,PUBLIC NUISANCE ,Sec.291 and 510 IPC,Others,6,01-02-2020
857905424,PUBLIC SAFETY ,"Sec.269 to 271, 277, 283, 289
IPC",Others,94,01-02-2020
593923766,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Others,nan,01-02-2020
702352840,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Attempt to Commit,1,01-02-2020
649513441,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Defence Personnel,1,01-02-2020
410973998,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Jail Personnel,0,01-02-2020
616296519,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Judicial Official,3,01-02-2020
487646996,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Minister,0,01-02-2020
989773293,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",MLA,0,01-02-2020
742845499,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",MP,0,01-02-2020
840535498,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Nationalised Bank Personnel,1,01-02-2020
637272215,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Elected Member,0,01-02-2020
193282166,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Enforcement Official,1,01-02-2020
738658563,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Govt. Official,44,01-02-2020
324647708,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Para Military Personnel,0,01-02-2020
407703051,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Police Personnel,45,01-02-2020
960141251,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Public Sector Undertaking Official,12,01-02-2020
327269411,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Others,nan,01-02-2020
577447304,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Defence Personnel,0,01-02-2020
606067442,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Jail Personnel,0,01-02-2020
462448477,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Judicial Official,0,01-02-2020
786526726,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Minister,0,01-02-2020
385105795,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",MLA,0,01-02-2020
970870933,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",MP,0,01-02-2020
399865740,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Nationalised Bank Personnel,0,01-02-2020
256637763,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Elected Member,0,01-02-2020
808886704,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Enforcement Official,0,01-02-2020
279802936,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Govt. Official,1,01-02-2020
874653852,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Para Military Personnel,0,01-02-2020
221441154,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Police Personnel,1,01-02-2020
457941142,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Public Sector Undertaking Official,0,01-02-2020
695308095,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Others,0,01-02-2020
378347078,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Others,nan,01-02-2020
659231039,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Animal -Related,1,01-02-2020
893639534,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Boat/Vessel - Related,0,01-02-2020
262331342,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Explosive/Explosive Substances - Related,0,01-02-2020
931141224,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Inflammable Substance- Related,0,01-02-2020
552895853,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Machinery - Related,10,01-02-2020
370766015,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Poisonous Substance - Related,1,01-02-2020
372289399,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Other - Related,308,01-02-2020
598386612,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Human - Related,48,01-02-2020
847612771,RECEIVING OF STOLEN PROPERTY ,"Sec.411 to
414 IPC",Others,0,01-02-2020
968134425,SEDITION ,Sec. 124A IPC,Others,nan,01-02-2020
945332338,SEDITION ,Sec. 124A IPC,Attempt to Commit,0,01-02-2020
413546155,SEDITION ,Sec. 124A IPC,By Foreigner,0,01-02-2020
909516786,SEDITION ,Sec. 124A IPC,By National,2,01-02-2020
607007480,SEDITION ,Sec. 124A IPC,By National And Foreigner,0,01-02-2020
235823427,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Others,nan,01-02-2020
206555354,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Attempt to Commit,0,01-02-2020
789082612,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Office,0,01-02-2020
950022800,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Public Conveyance,0,01-02-2020
974266683,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Public Place,3,01-02-2020
479579789,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Other Places,2,01-02-2020
326325713,SUICIDE ,"Sec.305, 306, 309 IPC",Others,nan,01-02-2020
355872635,SUICIDE ,"Sec.305, 306, 309 IPC",Dowry,1,01-02-2020
321531578,SUICIDE ,"Sec.305, 306, 309 IPC",Abetment of Suicide,29,01-02-2020
216128605,SUICIDE ,"Sec.305, 306, 309 IPC",Other Reasons,25,01-02-2020
795418074,SUICIDE ,"Sec.305, 306, 309 IPC",Attempt to Commit suicide,12,01-02-2020
181944648,UNNATURAL SEX ,Sec.377 IPC,Others,nan,01-02-2020
829047902,UNNATURAL SEX ,Sec.377 IPC,Abetment,0,01-02-2020
697972229,UNNATURAL SEX ,Sec.377 IPC,Animal,0,01-02-2020
745476139,UNNATURAL SEX ,Sec.377 IPC,Attempt,0,01-02-2020
516036507,UNNATURAL SEX ,Sec.377 IPC,Major - Man,0,01-02-2020
497455210,UNNATURAL SEX ,Sec.377 IPC,Major - Woman,0,01-02-2020
365036531,UNNATURAL SEX ,Sec.377 IPC,Minor - Boy,0,01-02-2020
914084899,UNNATURAL SEX ,Sec.377 IPC,Minor - Girl,0,01-02-2020
519092994,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,Others,24,01-02-2020
380946302,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,Attempt to Commit,0,01-02-2020
534560421,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To Extort Confession,0,01-02-2020
306659032,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To Extort Property,0,01-02-2020
502501636,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To settle Dispute,3,01-02-2020
323773511,INFANTICIDE ,"Sec.315, 316 IPC",Others,nan,01-02-2020
717522530,INFANTICIDE ,"Sec.315, 316 IPC",Male,0,01-02-2020
657123809,INFANTICIDE ,"Sec.315, 316 IPC",Female,0,01-02-2020
648167705,OFFENCES RELATED TO MARRIAGE ,"Sec.493
to 498 IPC",Others,4,01-02-2020
358120887,"BUYING & SELLING MINOR FOR PROSTITUTION
","Sec.372, 373 IPC",Others,0,01-02-2020
900562840,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Others,nan,01-02-2020
992782142,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Documents,0,01-02-2020
280782838,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Property,1,01-02-2020
592104432,DEFAMATION ,Sec.500 to 502 IPC,Others,nan,01-02-2020
